paper_id,title
248806,Maintaining Digital Clocks In Step.
248823,Learning roles: Behavioral diversity in robot teams.
248841,Coordination without communication: Experimental validation of focal point techniques.
248884,Exploring the issues in agent-based user interfaces.
248888,On multiagent q-learning in a semi-competitive domain.
248943,User-defined Reductions for Efficient Communication in Data-Parallel Languages.
249282,Autonomous transaction execution with epsilon-serializability.
249421,On the perception of time as phase: Toward an adaptive-oscillator model of rhythm.
249470,"Designing an academic firewall: Policy, practice and experience with SURF."
249474,Operating System Support for Protocol Boosters.
249491,"Incorporating memory management into user-level network interfaces. In Hot Interconnects 97,"
249504,Design and Implementation of Virtual Memory-Mapped Communication on Myrinet.
249517,"Fast Messages (FM): Efficient, Portable Communication for Workstatin Clusters and Massively-Parallel Processors."
249713,Speaker normalization based on frequency warping.
249770,Reasoning about effects of concurrent actions.
249811,"Touch, ""Performance Analysis of MD5"","
249848,Alternative approaches for cross-language text retrieval.
249849,Serving users in many languages: Cross-language information retrieval for digital libraries.
249858,Learning in hybrid noise environments using statistical queries.
249911,Towards smooth bipedal walking.
249923,Virtual actuator control.
249930,"""A server of distributed disk pages using a configurable software bus""."
250076,Alternating Directions Methods for the Parallel Solution of Large-Scale Block-Structured Optimization Problems.
250161,"""Asynchronous design methodologies: An overview,"""
250191,An efficient micropayment system based on probabilistic polling.
250221,Lattice -ordered conditional independence models for missing data.
250258,Replication techniques for speeding up parallel applications on distributed systems.
250329,"A note on ""The limited performance benefits of migrating active processes for load sharing""."
250373,"A Low Power, Low Bandwidth Protocol for Remote Wireless Terminals."
250407,"A single language for specifying abstract syntax trees, lexical analysis, parsing and pretty-printing."
250566,Feature Selection by Means of a Feature Weighting Approach.
250573,"A Generalization of Multidimen sional Synchronous Dataflow to Arbitrary Sampling Lattices,"
250672,Detecting Determinate Computations by Bottom-up Abstract Interpretation.
250810,"Shading primitives: Finding folds and shallow grooves,"
251011,A unifying review of linear gaussian models.
251035,Rapid Exploration of Curvilinear Grids Using Direct Volume Rendering.
251340,"Provably Correct Hardware Compilation,"
251341,Empirical evaluation of multilevel logic minimization tools for a lookup-table-based field-programmable gate array technology.
251510,Bochman (1997) A logical foundation for logic programming II: Semantics of general logic programs.
251652,Weak Ordering
251735,A unified trace environment for IBM SP systems.
251756,(1995) Cellular Encoding Applied to Neurocontrol Proc.
251918,"The role of voice in human-machine communication, chapter 1."
251923,"""A fertility channel model for post-correction of continuous speech recognition,"""
251942,An Interactive Image Index.
252126,"Managing multiple communication methods in high-performance networked computing systems,"
252127,Software infrastructure for the I-WAY high-performance distributed computing experiment.
252140,A Parallel Data Assimilation System and Its Implications on a Metacom-puting Environment.
252141,Forecasting network performance to support dynamic scheduling using the network weather service.
252456,"An Architecture for Monitoring, Visualization, and Control and Gigabit Networks,"
252473,"Object Interconnections: Overcoming Drawbacks in the OMG Events Service,"
252541,Experience with a course on architectures for software systems.
252715,"R.S. EMERALD: An Integrated System of Machine Learning and Discovery Programs to Support Education and Experimental Research. Reports of the Machine Learning and Inference Laboratory, MLI 93-10, Machine Learning and Inference Laboratory,"
252716,R.S. A Method for Reasoning with Structured and Continuous Attributes in the INLEN-2 Multistrategy Knowledge Discovery System.
252725,R.S. Learning Evolving Concepts Using Partial Memory Approach.
252838,Early delivery totally ordered multicast in asynchronous environment.
252861,"High Performance Fortran Migration (HPF & HPF) via CM-Fortran,"
253217,"""Text extensions to SQL,"""
253529,"""Cryptographic Capsules: A Disjunctive Primitive for Interactive Protocols."""
253567,"""Password Security: A Case History"","
253569,The Internet Worm Program: An Analysis . Technical Report CSD-TR-823.
253706,Flexible control for program recognition.
253762,"Neal (1991). Bayesian mixture modelling by Monte Carlo simulation,"
253815,"Entropy, Counting, and Programmable Interconnect."
253945,Lower Bounds on Messages and Rounds for Network Authentication Protocols.
253946,New protocols for third-party-based authentication and secure broadcast.
253971,Fool\'s gold: Extracting finite state machines from recurrent network dynamics.
253976,T Siegelmann. Theoretical Foundations of Recurrent Neural Networks.
254038,"The Spring System Description Language,"
254181,Dynamic bandwidth allocation.
254184,Analysis of one-way reservation algorithms.
254229,Towards a discrete Newton method with memory for large-scale optimization.
254243,Choosing the forcing terms in an inexact Newton method.
254268,A family of preconditioned iterative solvers for sparse linear systems.
254315,Synthesizing structured analysis and object-oriented specifications.
254322,An operational semantics of firing rules for structured analysis style data flow diagrams.
254413,Planning for modular and hybrid fixtures.
254536,Sharing and Reuse of Video Information.
254561,Automatic data distribution for nearest neighbor networks.
254562,"""Modula-2* and its Compilation"","
254628,Stop-and-copy and one-bit reference count-ing.
254629,Ost. Uniprocessor performance of reference-counting hardware heap.
254823,Training and delayed reinforcements in q-learning.
254923,A genetic prototype learner.
255073,Coherence Controller Architectures for SMP-Based CC-NUMA Multiprocessors.
255079,A Customized MVA Model for ILP Multiprocessors.
255112,On extended disjunctive logic programs.
255233,An explanation-based approach to improve retrieval in case-based planning.
255295,On the relative expressiveness of description logics and predicate logics.
255628,"""Efficient Visual Search: A Connectionist Solution,"""
255770,An approach to monitoring and assertion-checking of real time specifications in Mode-chart.
255782,Differential evaluation of continual queries.
255789,Software approach to hazard detection using on-line analysis of safety constraints.
255925,"A formal, yet natural, comprehensive knowledge representation."
255965,"""Signal Propagation, with Application to a Lower Bound on the Depth of Noisy Formulas"","
255987,"""Deterministic Coding for Interactive Communication"","
256090,"Security Services for Multimedia Conferencing,"
256106,Classification of underwater mammals using feature extraction based on time-frequency analysis and bcm theory.
256121,An empirical analysis of search in GSAT.
256199,On Kernel Rules and Prime Implicants.
256245,Building a better butterfly: The Multiplexed Multibutterfly.
256250,"A router architecture for high-performance, short-haul routing networks."
256267,First-order learning for web mining.
256281,Combining statistical and relational methods for learning in hypertext domains.
256321,Toward scalable and parallel learning: A case study in splice junction prediction.
256337,Improved Methods for Finding Association Rules.
256361,Bayesian inference on visual grammars by neural nets that optimize.
256446,"Multi-Carrier CDMA in Indoor Wireless Radio Networks,"
256668,"Recent Activities in the MICE Conferencing Project,"
256688,A simulator for imprecise ode models.
256692,Comprehending Complex Behavior Graphs through Abstractions.
256702,Anthony 1993. Using maximum entropy in a defeasible logic with probabilistic semantics.
256999,Complete orthogonal decomposition for weighted least squares.
257009,Iterative methods in interior point algorithms for linear programming.
257050,Experiences on data-parallel programming.
257109,Irregular loop patterns compilation on distributed shared memory multiprocessors.
257212,Trusted distribution of software over the Internet.
257213,Long running jobs in an authenticated environment.
257247,Learning word meanings by instruction.
257530,"Computing Wardropian equilibrium in a complementarity framework,"
257533,Robust path choice and vehicle guidance in networks with failures.
257912,Compositional design of mul-titolerant repetitive byzantine agreement.
258259,Error-stabilty properties of generalized gradient-type algorithms.
258329,Feature-based algorithm for detecting and classifying scene breaks.
258367,"""Pin Assignment with Global Routing for General Cell Designs"","
258419,"Hash Tables in Logic Programming,"
258472,A Novel Server Selection Technique for Improving the Response Time of a Replicated Service.
258544,Superdatabases for Composition of Heterogeneous Databases.
258586,Recovering information from summary data.
258610,Fujimoto 1996. Background Execution of Time Warp Programs.
258647,Integrating and accessing heterogeneous information sources in tsimmis.
258713,A hierarchical approach to learning the boolean multiplexer function.
258894,Provably good approximation algorithms for optimal ki-nodynamic plans: Robots with decoupled dynamics bounds.
258944,Performance from architecture: Comparing a RISC and CISC with similar hardware organization.
259118,On sensor evolution in robotics.
259119,Some experiments in the evolutionary synthesis of robotic neurocontrollers.
259126,Feature selection methods for classifications. Intelligent Data Analysis:
259211,Hinted caching in the Web.
259661,"Separators in graphs with negative or multiple vertex weights,"
259667,"""Planar separators and parallel polygon triangulation,"""
259701,Modeling Hybrid Genetic Algorithms.
259702,Evaluating Evolutionary Algorithms.
259772,Reasoning with portions of precedents.
259870,"Biased random walks, lyapunov functions, and stochastic analysis of best fit bin packing."
259958,Roussopoulos (1997). Efficient refreshment of data warehouse views.
259982,Lam (1993). An object-oriented rule-based approach to data model and schema integration.
260121,The wake-sleep algorithm for unsupervised neural networks.
260198,An optimization framework for efficient self-calibration and motion determination.
260238,Pattern rejection.
260267,and C.D. Rowles. Optimizing knowledge based system design.
260593,Silicon Auditory Processor as Computer Peripherals.
260815,An ordering on subgoals for planning.
260962,Real Time Control For Interactive Computer Music and Animation.
260979,Separability is a learner\'s best friend.
261040,Case-based learning: Beyond classification of feature vectors.
261260,"Mapping applications to the RaPiD configurable architecture,"
261333,On the decomposition of real-valued functions.
261548,"Polynomial ideals and multivariate splines, in Multivariate Approximation Theory V,"
262108,"""Steepest descent adaptation of min-max fuzzy If-Then rules"","
262121,Genetic algorithms for automated tuning of fuzzy controllers: A transportation application.
262178,"""Genetic Evolution of the Topology and Weight Distribution of Neural Networks"","
262286,Using linguistic pheom-ena to motivate a set of coherence relations.
262293,Using discourse analysis and automatic text generation to study discourse cue usage.
262323,Mining in the Phrasal Frontier.
262331,Little Words Can Make a Big Difference for Text Classification.
262595,"The subfigure package,"
262597,Scheduling from the perspective of the application.
262606,"a program for nonparametric time series analysis, Version 8.3, Users Guide."
262768,"""RCSP and Stop-and-Go:A Comparison of Two Non-Work-Conserving Disciplines for Supporting Multimedia Communication""."
262775,Dynamic resource migration for multi-party real-time communication.
262778,Traffic-Controlled Rate-Monotonic Priority Scheduling of ATM Cells.
262793,A Case Study of Shared-Memory and Message-Passing Implementations of Parallel Breadth-First Search: The Triangle Puzzle.
262888,DPGA utilization and application.
262897,"""A pliant method for anisotropic mesh generation"","
262907,Building a dedicated robotic soccer system.
262957,Improving data-flow analysis with path profiles.
263020,The benefits of clustering in shared address space multiprocessors: an applications-driven investigation.
263069,Hyperplane Ranking in Simple Genetic Algorithms.
263279,"Data Analysis Using Simulated Breeding and Inductive Learning Methods,"
263347,"""Automated Tracking and Grasping of a Moving Object with a Robotic Hand-Eye System,"""
263358,A modular system for robust positioning using feedback from stereo vision.
263390,Modeling complex systems in the situation calculus: A case study using the Dagstuhl steam boiler problem. In L.C.
263462,Quantitative Evaluation of a Transaction Facility for a Knowledge Base Management System.
263482,"Learning by Refining Algorithm Sketches,"
263486,"Architecture for Iterative Learning of R ecursive Definitions,"
263498,"Automatic design of cellular neural networks by means of genetic algorithms: finding a feature detector,"
263525,Data and process alignment in modula-2*.
263553,A generalized approximate cross validation for smoothing splines with non-Gaussian data.
263616,"Correctness of a Vehicle Control System: A Case Study,"
263766,"""Efficient Construction of a Small Hitting Set for Combinatorial Rectangles in High Dimension,"""
263801,"Dictionary Learning for Spontaneous Speech Recognition,"
263874,Integrating functional and imperative parallel programming: CC++ solutions to the salishan problems.
264172,Transformation-based error-driven parsing.
264311,Faster possibility detection by combining two approaches.
264347,Relative loss bounds for multiclass regression problems.
264531,"""A Fine-Grained Solution to the Mutual Exclusion Problem"","
264534,"""Time/Contention Tradeoffs for Multiprocessor Synchronization"","
264554,"""A Fast, Scalable Mutual Exclusion Algorithm"","
264556,"""A correlation-based motion detection chip,"""
264789,Performance Measurement of Computer Systems.
264863,Network Reciprocity: A Unified Approach to Derive Gradient Algorithms for Arbitrary Neural Network Structures.
264896,Efficient Learn--ing of Regular Languages using teacher supplied positive samples and learner generated queries.
264985,The wearable computer and wearcam.
265062,Responding to User Queries in a Collaborative Environment.
265079,"""Speech Acts and Mental States in Task-Oriented Dialogues,"""
265123,"The Security of Static Typing with Dynamic Linking,"
265125,Techniques for trusted software engineering.
265203,"A Package if Domain Independent Subroutines for Implementing Classifier Systems in Arbitrary, User-Defined Environments."" Logic of Computers Group,"
265656,The Development and Testing of the Ring Based Conference Authentication Service.
265716,"The best constants in the Khintchine inequality,"
265865,Towards an integrated CASE and theorem proving tool for VDM-SL.
265880,"Nicholls, Understanding the Dif - ferences Between VDM and Z,"
265958,"""Generalized data naming and scalable state announcements for reliable multicast,"""
266189,"""Resolution enhancement of images using wavelet transform extrema extrapolation"","
266470,"Hardware Support for Synchronization in the Scalable Coherent Interface (SCI),"
266473,Simulation of the SCI Transport Layer on the Wisconsin Wind Tunnel.
266597,Modeling and validating SAFER in VDM-SL.
266602,"Practical use of Formal Specification to Develop a Complex Critical System. In FME\'97,"
266636,"""Order-of-evaluation analysis for destructive updates in strict functional languages with flat aggregates,"""
266988,"Parallel orthogonal factorizations of large sparse matrices on distributed-memory multiprocessors. Work in preparation,"
267003,Integrating learning in a neural network.
267156,"Computational Complexity of Learning Read-Once Formulas over Different Bases Technical Report,"
267217,Intra-option learning about temporally abstract actions.
267534,A modular proof of strong normalization for the calculus of constructions.
267561,Global continuation for distance geometry problems.
267585,A Fast Static Scheduling Algorithm for DAGs on an Unbounded Number of Processors.
267635,"""Intelligent Computing About Complex Dynamical Systems."""
267639,Constructing user profiles incrementally: A multi-modal approach.
267643,Interaction of query evaluation and buffer management for information retrieval.
267650,Higher order imperative programming.
267733,Improving robot plans during their execution.
267734,A notation for expressing transformations of structured reactive plans.
267740,Non-terminating processes in the situation calculus.
267762,"CollusionSecure Fingerprinting for Digital Data; Crypto 95,"
267824,Learning to control fast-weight memories: An alternative to recurrent nets.
267946,"Discovery of the Causes of Leprosy: a Computational Simulation,"
267976,"CYC: Towards programs with common sense,"
268002,Load balancing in the l p norm.
268006,A better lower bound for on-line scheduling.
268037,A sparse matrix library in C++ for high performance architectures.
268152,"""Localizing a robot with minimum travel,"""
268244,Some lower and upper bounds for algebraic decision trees and the separation problem.
268298,"Communication Optimizations for Parallel Computing Using Data Access Information . In Proceedings of Supercomputing,"
268299,Commutativity analysis: A technique for automatically parallelizing pointer-based computations.
268499,Impact of Sharing-Based Thread Placement on Multithreaded Architectures.
268779,"Efficient support for reliable, connection-oriented communication."
268789,Supporting Parallel Applications on Clusters of Workstations: The Intelligent Network Interface Approach.
268955,"ADIC | An extensible automatic differentiation tool for ANSI-C,"
269043,REMAP: Experiments with speech recognition.
269315,A mechanized theory of the -calculus in HOL.
269351,Parallel composition of assumption-commitment specifications: a unifying approach for shared variable and distributed message passing concurrency.
269683,Compiler Algorithms for Event Variable Synchronization.
269710,SZ - Ein Ansatz zur systematischen Verbindung von Z und Statecharts.
269715,An adaptive cruise control system a case study for the industrial use of formal methods.
269761,Fault modeling using the program dependence graph.
269846,A Directory Service for Configuring High-Performance Distributed Computations.
269867,An Abstract-Device Interface for Implementing Portable Parallel-I/O Interfaces.
270060,Preserving Progress Under Program Composition.
270061,Soundness of the substitution axiom.
270085,(to appear). When gravity fails: local search topology.
270094,Observations on cognitive judgements.
270109,A reactive planner for a model-based execution.
270118,"In-situ Metrology for Deep Ultraviolet Lithography Process Control,"
270146,"Ensuring atomicity of multilevel transactions,"
270153,Indexing alternatives for multiversion locking.
270171,"The concurrency control and recovery problem for multilevel update transactions in mls systems,"
270197,How bad is naive multicast routing? Proc.
270277,Fast Concurrent Dynamic Linking for an Adaptive Operating System.
270280,A pragmatic approach to compilation of Erlang.
270295,Geometric constraint analysis and synthesis: Methods for improving shape-based registration accuracy.
270319,A Petri-net-based approach to real-time program analysis.
270366,"""Design and Analysis of Fast Text Compression Based on Quasi-Arithmetic Coding,"""
270414,"The impact of message traffic on multicomputer memory hierarchy performance. Technical Report Concurrent Systems Architecture Group Memo,"
270456,Regression with gaussian processes.
270600,Generalization by Controlled Expansion of Examples.
270639,An implementation of an applicative file system.
270867,"Software Scheduling in the CoSynthesis of Reactive Real-Time Systems,"
270973,Software DSM protocols that adapt between single writer and multiple writer.
271203,"Thread-Specific Storage An Object Behavioral Pattern for Accessing per-Thread State Efficiently,"
271327,"From Organization Models to System Requirements A `Cooperating Agents\' Approach,"
271378,Imagistic reasoning.
271408,Informing Loads: Enabling Software to Observe and React to Memory Behavior.
271593,"Multi-Agent Gesture Interpretation for Robotic Cable Har nessing,"
271610,The regular real-time languages.
271770,Hierarchical Verification of Two-Dimensional High-Speed Multiplication in PVS: A Case Study.
271887,Reactive visual control of multiple non-holonomic robotic agents.
271894,Building integrated mobile robots for soccer competition.
271966,"\'On Intuitionistic Query Answering in Description Bases\',"
271967,"\'Deriving Inference Rules for Terminological Logics\',"
271986,"Description of the adaptive resource management problem, cost functions and performance objectives."
272139,Polymorphic subtyping for effect analysis: The static semantics.
272236,Domain Independent Disambiguation of Vague Query Specifications.
272344,What You Saw Is What You Want: Using Cases to Seed Information.
272345,CBR on Semi-structured Documents:
272346,"`Textual CBR and Information Retrieval A Comparison\',"
272359,Agents that explain their own actions.
272626,Centralized task distribution in the presence of uncertainty and time deadlines.
272638,Survivability simulator for multi-agent adaptive coordination.
272668,Inserts and Deletes on B-trees: Why Free-At-Empty is Better Than Merge-At-Half.
272720,A new metric-based approach to model selection.
272892,Unifying FPGAs and SIMD Arrays.
272898,"Robust, high-speed network design for large-scale multiprocessing."
272914,"`What is a word, what is a sentence? problems of tokenization\',"
273009,A Distributed Data-balanced Dictionary Based on the B-link Tree.
273010,Lazy Updates for Distributed Search Structure.
273039,Occam\'s two razors: The sharp and the blunt.
273081,"""Parallel I/O using a distributed disk cluster: An exercise in tailored prototyping""."
273132,A tight characterization of NP with 3 query PCPs.
273152,"""Evolutionary Module Acquisition,"""
273170,(1998) Experiments on Commonality in Sequencing Operators.
273368,Formal methods technology-transfer: a view from nasa.
273371,Formal specification techniques in the commercial development process.
273481,"""Obstacle Avoidance for AHS."""
273607,A distributed search program for the 3x + 1 problem.
273658,Matrix inversion Using quadtrees implemented in GOFER.
273715,Basic process algebra with iteration: Completeness of its equational axioms.
273845,Algebras for Object-Oriented Query Languages.
273949,"""On the effect of analog noise on discrete-time analog computations"","
274047,Fast Segmentation of Range Images into Planar Regions by Scan Line Grouping.
274068,"""A DVSM server for Meshix,"""
274270,"""Improved approximation algorithms for unsplittable flow problems,"""
274281,Extensible denotational language specifications.
274287,Building interpreters by transforming stratified monads.
274302,The essence of the Visitor pattern.
274303,Efficient implementation of adaptive software.
274308,Evolution of object behavior using context relations.
274811,Provably correct vectorization of nested-parallel programs.
275420,Multicasting multimedia streams with active networks.
275447,"""3-D Site Mapping with the CMU Autonomous Helicopter,"""
275498,The power of local self-reductions.
275512,Semi-membership algorithms: Some recent advances.
275673,Large sets in AC 0 : A Kolmogorov complexity property and some applications.
276014,Proving multilevel security of a system design.
276038,Applying Statistical Meth--ods to Small Corpora: Benefitting from a Limited Domain.
276132,Cheops: A reconfigurable data-flow system for video processing.
276148,Software-only video production switcher for the Internet MBone.
276196,A toolset for program understanding.
276211,"Using Animation to Design, Document and Trace Object Oriented Systems."
276287,"""Fuzzy-Based Grasp-Force-Adaptation for Multifingered Robot Hands"","
276464,Moving the default memory manager out of the mach kernel.
276544,An introduction to query order.
276547,Translating equality downwards.
276548,Query order.
276727,Perfomance of two-way TCP traffic over asymmetric access links.
276728,Improving TCP throughput over two-way asymmetric links: analysis and solutions.
276735,"Worst-case interactive communication I: Two messages are almost optimal,"
276742,"Delp ""A Parallel Implementation of an MPEG1 Encoder: Faster Than Real-Time!""."
276928,Optimistic fair exchange of digital signatures.
276935,A Secure and Optimally Efficient Multi-Authority Election Scheme.
276944,"Proactive RSA,"
276948,Secure Distributed Storage and Retrieval.
277195,On closure properties of #P in the context of PFffi#P.
277198,"A note on set-bit enumeration, 1993."
277229,Tradeoffs between false sharing and aggregation in software distributed shared memory.
277263,Machine learning applied to diagnosis of sport injuries.
277276,Detecting very early stages of dementia from normal aging with machine learning methods.
277441,"``Implementing a verifier for real-time systems,\'\'"
277725,Extraction-based text categorization: Generating domain-specific role relationships automatically.
278358,"The user interface as document: SGML and distributed applications. Computer Standards & Interfaces,"
278385,Block edit models for approximate string matching.
278394,Asymptotic statistical theory of overtraining and cross-validation.
278403,Fast pruning using principal components.
278547,"""On the Steiner Ratio in 3-Space."" accepted for publication Journal of Combinatorial Theory,"
278744,A Hardware-Software Codesign Methodology for DSP Applications.
278792,Linearity and the pi-calculus.
278804,"Characterizing reference locality in the WWW. In IEEE International Conference in Parallel and Distributed Information Systems,"
278898,Individual User Interfaces and Model-based User Interface Software Tools.
279033,An Object-Oriented Framework for the Integration of Interactive Animation Techniques.
279109,Using aggregation to improve the performance of mixture Gaussian acoustic models.
279127,WebGalaxy integrating spoken language and hypertext navigation.
279243,"""Layer Assignment for Yield Enhancement,"""
279404,"Handling Floating-Point Exceptions,"
280024,Lifetime-sensitive modulo scheduling.
280065,Knowledge gathering and matching in heterogeneous databases.
280172,"Using HTML formatting to aid in natural language processing on the World Wide Web,"
280376,Thorup. Sparse dynamic programming for evolutionary tree comparison.
280414,Extending CORBA For Multi-Domain Management.
280417,"Using Reflection for Implementing ICOM, An Interoperable Common Object Model."
280730,Adaptive simulation and control of variable-structure control systems in sliding regimes.
280839,Linear Flaw Detection in Woven Textiles using Model-Based Clustering.
280853,Algorithms for Model-Based Gaussian Hierarchical Clustering.
280863,Nonparametric maximum likelihood estimation of features in spatial point processes using Vorono tessellation.
280876,Principal Curve Clustering with Noise.
280960,"The resolution of the Gibbs phenomenon for spherical harmonics,"
281161,Dynamic QoS control of multimedia applications based on RTP.
281545,From disjunctive programs to abduction.
282137,Secret Agents A Security Architecture for the KQML Agent Communication Language.
282140,"A Security Architecture for a Multi-Agent Matchmaker, submitted to Autonomous Agents 97,"
282286,"Introduction to Data Parallel C. In The MIT Press, editor, Data-Parallel Programming on MIMD Computers,"
282334,Tree based discretization for continuous state space reinforcement learning.
282651,Adaptive web sites: an AI challenge.
282652,"Telecommunication alarm sequence analyzer, or ""How to enjoy faults in your network""."
282700,"Learning linear, sparse, factorial codes."
283489,Data transformations for eliminating conflict misses.
283529,Recognition of Visual Object Classes.
283592,BDD based procedures for a theory of equality with uninterpreted functions.
283710,"A zooming web browser,"
283750,Techniques for non-linear magnification transformations.
283768,"Laying out large directed graphs in 3D hyperbolic space,"
283773,"Dynamic fisheye views: Combining dynamic queries with mapping and database views,"
283930,A theory of parallelism and the case of VP-ellipsis.
283933,Interpreting Cohesive Forms in the Context of Discourse Inference.
283965,On the convergence of constrained parallel variable distribution algorithms.
283970,Transparent proofs and limits to approximation.
283985,A Combinatorial Consistency Lemma with application to proving the PCP Theorem.
284023,"Neural network constructive algorithms: Trading generalization for learning efficiency? Circuits,"
284025,The Pandemonium system of reflective agents.
284132,"and S.N. Woodfield, ""Unifying Modeling and Programming through an Active, Object-Oriented,"
284229,and MacLeod R.S. The effects of inhomogeneities on electrocardiographic fields: A three-dimensional finite element study.
284246,"Pun ""Integration of Bottom-Up and Top-Down Cues for Visual Attention Using NonLinear Relaxation"" PRoc of CVPR 1994 p 781-785"
284414,"BRACE: A Paradigm For the Discretization of Continuously Valued Data,"
284439,Software Release Management.
284605,Macro-level scheduling in the Cilk network of workstations environment.
284968,Generating testing and analysis tools.
285085,"Kurose,"
285529,Learning to cooperate using two six-legged mobile robots.
285552,"A new approach on solving 3-satisfiability,"
285566,Application Recovery with Logical Write Operations.
285655,Information Disclosure in Evolving Information Page Systems: Taking a shot at a moving tar-get.
285675,Parsimonious least norm approximation.
285684,The linear complementarity problem as a separable bilinear program.
285687,"Mathematical programming in data mining. Data Mining and Knowledge Discovery,"
285688,Solution of general linear complementarity problems via nondifferen-tiable concave minimization.
285689,Exact penalty functions for mathematical programs with linear complementarity constraints.
285708,Visual bridges between files and object-oriented data.
285739,"""Constructing Logic Programs with Higher Order Predicates,"""
285746,Declarative Logic Programming with Primitive Recursive Relations on Lists.
285807,Finding similar patterns in large image databases.
285881,Communication and matrix computations on large message passing systems.
286329,On aggregating teams of learning machines.
286381,Acquiring knowledge by efficient query learning.
286466,Some pitfalls for experimenters with random SAT.
286500,The artificial evolution of behaviour.
286513,Specialization under social conditions in shared environments.
286545,Verifying adder circuits using powerlists.
286551,Mapping a functional notation for parallel programs onto hypercubes.
286562,Hidden Markov model analysis of motifs in steroid dehydrogenases and their homologs.
286611,Proof search in first order linear logic and other cut free sequent calculi.
286618,"Completeness of resolution for definite answers. Programming Methodology Group 79,"
286714,Dynamic sharing and backward compatibility on 64-bit machines.
286865,Some weak learning results.
286997,An approach to modeling indexicality in action and communication.
286999,An argument for indexical representations in temporal reasoning.
287589,"""Multi-destination communication over single-hop lightwave WDM networks,"""
287780,"Windows of Opportunity in Electronic Classrooms,"
287787,"A User Friendly Workbench for Order-Based Genetic Algorithm Research,"
287938,"Effect of Topology on Performance of Reliable Multi-cast Communication,"
288035,From JoJo to Frog: Extending a bi-directional strategy to a more flexible three-directional search.
288107,Martinez (1993.) The Design and Evaluation of a Rule Induction Algorithm.
288159,"D.P. Miranker, Loop optimizations for acyclic object-oriented queries,"
288182,Integer division in residue number systems.
288217,"Parallel Asynchronous Label Correcting Methods for Shortest Paths,"
288306,"Paging Tradeoffs in Distributed-Shared-Memory Multiprocessors,"
288444,A Network Perimeter With Secure Internet Access.
288459,"X Trough the Firewall, and Other Application Relays.Digital Equipment Corporation,"
288487,An Improved Algorithm for Minimum-Area Retim-ing.
288727,April agent process interaction language.
288733,"Object-oriented state machines: Subclassing, composition, delegation, and genericity."
288854,A complete calculus for the mul-tialgebraic and functional semantics of nondeterminism.
288904,Learning visual behavior for gesture analysis.
289085,"""The third generation of neural network models,"""
289088,"""Critical points for least-squares problems involving certain analytic functions, with applications to sigmoidal nets,"""
289091,Declarative camera control for automatic cinematography.
289779,Adaptation of genetic algorithms for engineering design optimization.
289780,"""Using case based learning to improve genetic algorithm based design optimization"","
289781,"""A genetic algorithm for continuous design space search"","
289814,"""A hierarchy of qualitative representations for space,"""
289817,"Robotics and the Common Sense Informatic Situation,"
289885,Learning in neural networks with Bayesian prototypes.
289902,A new approach to finding objects in programs. Software Maintenance:
289907,Identifying modules via concept analysis.
289945,Some topics in neural networks and control.
289949,A randomized roadmap method for path and manipulation planning.
289959,Probabilistic roadmaps for fast path planning in high dimensional configuration spaces.
289964,"""A Probabilistic Learning Approach to Motion Planning,"""
289966,General translational assembly planning.
289992,"""NLS Teleconferencing Features: The Journal And Shared - Screen Telephoning,"""
290207,A domain-specific language for video device drivers: From design to implementation.
290565,Integration of heterogeneous databases without common domains using queries based on textual similarity.
290649,Retrieving images by 2D shape: comparison of computation methods with human perceptual judgements.
290794,"""Properties of Fork/Join Queueing Networks with Blocking under Various Operating Mechanisms,"""
290809,"Stewart Numerical methods in Markov chain modelling,"
291031,Ordinal measures for visual correspondence.
291070,Portability and Parallelism with Lightweight p4.
291131,Dense structure from a dense optical flow sequence.
291209,Approximating latin square extensions.
291356,Reasoning with the Formal Definition of Standard ML in HOL.
291612,Linking shared segments.
291620,"The expected lifetime of ""single-address-space"" operating systems."
291718,Asynchronous parallel schemes : A survey.
291867,Geometric and Photometric Constraints: Motion and Structure from Three Views.
292006,theorem-proving and program verification.
292255,"""Entropy-Driven Adaptive Representation,"""
292264,"""Evolutionary Speciation Genetic Programming,"""
292277,"""Evolving Control Structures with Automatically Defined Macros,"""
292380,"""Simliarity of attributes by external probes,"""
292390,Clustering based on association rule hypergraphs.
292448,"""Scheduling Cells in an Input-Queued Switch,"""
292664,(1995) Vision Steered Beam-forming and Transaural Rendering for the Artificial Life Interactive Video Environment (ALIVE) . Proc.
292667,Attention-driven expression and gesture analysis in an interactive environment. MIT Media Lab Perceptual Computing Group Technical Report No.
292717,Reductions and (Non-)Approximability.
292978,"""A correctness proof for pipelining in RISC architectures."""
293033,"""Bounds on the efficiency of message-passing protocols for parallel computers"","
293048,"An Architecture-Independent Model For Coarse-Grained Parallel Machines,"
293149,"Decoding algebraic-geometric codes beyond the error-correction bound,"
293154,An adaptive hybrid shared memory architecture.
293238,Efficient symbolic simulation-based verification using the parametric form of boolean expressions.
293271,Toward an ideal trainer.
293285,"Why experimentation can be better than ""perfect guidance""."
293892,Lattice Frameworks for Multi-source and Bidirectional Data Flow Problems.
293974,Tractable inference for complex stochastic processes.
293978,Learning the structure of dynamic probabilistic networks.
293992,Operant conditioning in Skinnerbots.
294030,MDL learning of probabilistic neural networks for discrete problem domains.
294033,Trust management for web applications.
294035,Automated software verification with trusted hardware.
